postgres,1500000,249178209,0,50000
postgres,1500000,233757583,50000,100000
postgres,1500000,214883333,100000,150000
postgres,1500000,218586542,150000,200000
postgres,1500000,208277917,200000,250000
postgres,1500000,189337708,250000,300000
postgres,1500000,189539084,300000,350000
postgres,1500000,201089917,350000,400000
postgres,1500000,193492834,400000,450000
postgres,1500000,194387458,450000,500000
postgres,1500000,199860917,500000,550000
postgres,1500000,188977083,550000,600000
postgres,1500000,195451208,600000,650000
postgres,1500000,198481583,650000,700000
postgres,1500000,194190708,700000,750000
postgres,1500000,190192375,750000,800000
postgres,1500000,197819000,800000,850000
postgres,1500000,190259584,850000,900000
postgres,1500000,190662583,900000,950000
postgres,1500000,188908666,950000,1000000
postgres,1500000,189382542,1000000,1050000
postgres,1500000,194848792,1050000,1100000
postgres,1500000,190730292,1100000,1150000
postgres,1500000,191606250,1150000,1200000
postgres,1500000,198452584,1200000,1250000
postgres,1500000,191354334,1250000,1300000
postgres,1500000,192100750,1300000,1350000
postgres,1500000,192553958,1350000,1400000
postgres,1500000,189722083,1400000,1450000
postgres,1500000,189719459,1450000,1500000
postgres,1500000,6164598920,0,1500000
postgres,1500000,231714292,0,50000
postgres,1500000,196931376,50000,100000
postgres,1500000,197187917,100000,150000
postgres,1500000,199344291,150000,200000
postgres,1500000,194579375,200000,250000
postgres,1500000,188598125,250000,300000
postgres,1500000,190067458,300000,350000
postgres,1500000,191581333,350000,400000
postgres,1500000,195926167,400000,450000
postgres,1500000,192659083,450000,500000
postgres,1500000,189000541,500000,550000
postgres,1500000,191807208,550000,600000
postgres,1500000,190140792,600000,650000
postgres,1500000,193706167,650000,700000
postgres,1500000,188963959,700000,750000
postgres,1500000,186355834,750000,800000
postgres,1500000,189063125,800000,850000
postgres,1500000,191246917,850000,900000
postgres,1500000,193891376,900000,950000
postgres,1500000,188644416,950000,1000000
postgres,1500000,188729083,1000000,1050000
postgres,1500000,187918917,1050000,1100000
postgres,1500000,187325833,1100000,1150000
postgres,1500000,188990542,1150000,1200000
postgres,1500000,192066833,1200000,1250000
postgres,1500000,195063667,1250000,1300000
postgres,1500000,192844500,1300000,1350000
postgres,1500000,188254459,1350000,1400000
postgres,1500000,188099375,1400000,1450000
postgres,1500000,191317917,1450000,1500000
postgres,1500000,5946112045,0,1500000
postgres,1500000,199604792,0,50000
postgres,1500000,196155292,50000,100000
postgres,1500000,197720667,100000,150000
postgres,1500000,198662542,150000,200000
postgres,1500000,195396000,200000,250000
postgres,1500000,192787167,250000,300000
postgres,1500000,187187667,300000,350000
postgres,1500000,188353209,350000,400000
postgres,1500000,186629375,400000,450000
postgres,1500000,187034583,450000,500000
postgres,1500000,188111584,500000,550000
postgres,1500000,190509458,550000,600000
postgres,1500000,188915708,600000,650000
postgres,1500000,187915208,650000,700000
postgres,1500000,192077334,700000,750000
postgres,1500000,200785250,750000,800000
postgres,1500000,187277167,800000,850000
postgres,1500000,186444792,850000,900000
postgres,1500000,184760917,900000,950000
postgres,1500000,201287250,950000,1000000
postgres,1500000,195197708,1000000,1050000
postgres,1500000,192729959,1050000,1100000
postgres,1500000,206559833,1100000,1150000
postgres,1500000,195641625,1150000,1200000
postgres,1500000,196418001,1200000,1250000
postgres,1500000,213338250,1250000,1300000
postgres,1500000,190545041,1300000,1350000
postgres,1500000,190991125,1350000,1400000
postgres,1500000,202450792,1400000,1450000
postgres,1500000,189983083,1450000,1500000
postgres,1500000,5975657295,0,1500000
postgres,1500000,287209041,0,50000
postgres,1500000,200288958,50000,100000
postgres,1500000,198709167,100000,150000
postgres,1500000,187149000,150000,200000
postgres,1500000,187486750,200000,250000
postgres,1500000,191567292,250000,300000
postgres,1500000,194785209,300000,350000
postgres,1500000,194351083,350000,400000
postgres,1500000,188291209,400000,450000
postgres,1500000,187309334,450000,500000
postgres,1500000,192467000,500000,550000
postgres,1500000,188182500,550000,600000
postgres,1500000,187944125,600000,650000
postgres,1500000,188651917,650000,700000
postgres,1500000,197635334,700000,750000
postgres,1500000,194716167,750000,800000
postgres,1500000,190955459,800000,850000
postgres,1500000,192206083,850000,900000
postgres,1500000,186658792,900000,950000
postgres,1500000,186753083,950000,1000000
postgres,1500000,194147250,1000000,1050000
postgres,1500000,186394958,1050000,1100000
postgres,1500000,187547042,1100000,1150000
