clickhouse,500000,37596833,0,50000
clickhouse,500000,17809875,50000,100000
clickhouse,500000,14229791,100000,150000
clickhouse,500000,11372916,150000,200000
clickhouse,500000,13338084,200000,250000
clickhouse,500000,11388958,250000,300000
clickhouse,500000,11063334,300000,350000
clickhouse,500000,11167459,350000,400000
clickhouse,500000,11936375,400000,450000
clickhouse,500000,10732666,450000,500000
clickhouse,500000,262915375,0,500000
clickhouse,500000,13279250,0,50000
clickhouse,500000,11136292,50000,100000
clickhouse,500000,12584541,100000,150000
clickhouse,500000,10371583,150000,200000
clickhouse,500000,12455375,200000,250000
clickhouse,500000,13075667,250000,300000
clickhouse,500000,10243166,300000,350000
clickhouse,500000,11148250,350000,400000
clickhouse,500000,11260542,400000,450000
clickhouse,500000,10748542,450000,500000
clickhouse,500000,205291584,0,500000
clickhouse,500000,12458750,0,50000
clickhouse,500000,10494500,50000,100000
clickhouse,500000,12677125,100000,150000
clickhouse,500000,10342792,150000,200000
clickhouse,500000,11985750,200000,250000
clickhouse,500000,10529000,250000,300000
clickhouse,500000,10979917,300000,350000
clickhouse,500000,10828916,350000,400000
clickhouse,500000,11151291,400000,450000
clickhouse,500000,10473167,450000,500000
clickhouse,500000,169923792,0,500000
clickhouse,500000,15063958,0,50000
clickhouse,500000,9974875,50000,100000
clickhouse,500000,12156916,100000,150000
clickhouse,500000,9829042,150000,200000
clickhouse,500000,11837625,200000,250000
clickhouse,500000,10992458,250000,300000
clickhouse,500000,11580583,300000,350000
clickhouse,500000,39604667,350000,400000
clickhouse,500000,13330291,400000,450000
clickhouse,500000,11238875,450000,500000
clickhouse,500000,214783709,0,500000
clickhouse,500000,12412250,0,50000
clickhouse,500000,10831125,50000,100000
clickhouse,500000,12215792,100000,150000
clickhouse,500000,10118417,150000,200000
clickhouse,500000,12027584,200000,250000
clickhouse,500000,10150500,250000,300000
clickhouse,500000,10359792,300000,350000
clickhouse,500000,11056833,350000,400000
clickhouse,500000,11305708,400000,450000
clickhouse,500000,10855750,450000,500000
clickhouse,500000,174731708,0,500000
clickhouse,500000,12267042,0,50000
clickhouse,500000,10202750,50000,100000
clickhouse,500000,12130209,100000,150000
clickhouse,500000,9843875,150000,200000
clickhouse,500000,11829666,200000,250000
clickhouse,500000,13220292,250000,300000
clickhouse,500000,12540458,300000,350000
clickhouse,500000,10946625,350000,400000
clickhouse,500000,11089875,400000,450000
clickhouse,500000,11621542,450000,500000
clickhouse,500000,249432292,0,500000
clickhouse,500000,12264708,0,50000
clickhouse,500000,10066583,50000,100000
clickhouse,500000,11818542,100000,150000
clickhouse,500000,9671708,150000,200000
clickhouse,500000,11570875,200000,250000
clickhouse,500000,9756292,250000,300000
clickhouse,500000,10213250,300000,350000
clickhouse,500000,10819083,350000,400000
clickhouse,500000,10936791,400000,450000
clickhouse,500000,9729375,450000,500000
clickhouse,500000,251662458,0,500000
