clickhouse,1000000,36559292,0,50000
clickhouse,1000000,16672875,50000,100000
clickhouse,1000000,14717208,100000,150000
clickhouse,1000000,11446041,150000,200000
clickhouse,1000000,13270209,200000,250000
clickhouse,1000000,11843584,250000,300000
clickhouse,1000000,13649041,300000,350000
clickhouse,1000000,12943875,350000,400000
clickhouse,1000000,12270792,400000,450000
clickhouse,1000000,11313750,450000,500000
clickhouse,1000000,11007958,500000,550000
clickhouse,1000000,10676292,550000,600000
clickhouse,1000000,13637000,600000,650000
clickhouse,1000000,11380375,650000,700000
clickhouse,1000000,10506333,700000,750000
clickhouse,1000000,10298250,750000,800000
clickhouse,1000000,11508458,800000,850000
clickhouse,1000000,12716041,850000,900000
clickhouse,1000000,10038000,900000,950000
clickhouse,1000000,9911250,950000,1000000
clickhouse,1000000,480836542,0,1000000
clickhouse,1000000,13557375,0,50000
clickhouse,1000000,11137916,50000,100000
clickhouse,1000000,15165625,100000,150000
clickhouse,1000000,11079083,150000,200000
clickhouse,1000000,13346959,200000,250000
clickhouse,1000000,14920125,250000,300000
clickhouse,1000000,10348375,300000,350000
clickhouse,1000000,10181542,350000,400000
clickhouse,1000000,10808709,400000,450000
clickhouse,1000000,9516833,450000,500000
clickhouse,1000000,9637917,500000,550000
clickhouse,1000000,9716167,550000,600000
clickhouse,1000000,9752417,600000,650000
clickhouse,1000000,9433958,650000,700000
clickhouse,1000000,9398500,700000,750000
clickhouse,1000000,9791459,750000,800000
clickhouse,1000000,10483875,800000,850000
clickhouse,1000000,12985291,850000,900000
clickhouse,1000000,9828334,900000,950000
clickhouse,1000000,9603042,950000,1000000
clickhouse,1000000,346559375,0,1000000
clickhouse,1000000,11244042,0,50000
clickhouse,1000000,9946500,50000,100000
clickhouse,1000000,11445458,100000,150000
clickhouse,1000000,9926917,150000,200000
clickhouse,1000000,11162042,200000,250000
clickhouse,1000000,9501334,250000,300000
clickhouse,1000000,9481291,300000,350000
clickhouse,1000000,10161625,350000,400000
clickhouse,1000000,11139625,400000,450000
clickhouse,1000000,12153500,450000,500000
clickhouse,1000000,9235500,500000,550000
clickhouse,1000000,9226292,550000,600000
clickhouse,1000000,9592416,600000,650000
clickhouse,1000000,9490625,650000,700000
clickhouse,1000000,9331208,700000,750000
clickhouse,1000000,9367500,750000,800000
clickhouse,1000000,10561875,800000,850000
clickhouse,1000000,12188334,850000,900000
clickhouse,1000000,9551917,900000,950000
clickhouse,1000000,9565583,950000,1000000
clickhouse,1000000,316175250,0,1000000
clickhouse,1000000,11029541,0,50000
clickhouse,1000000,10064250,50000,100000
clickhouse,1000000,11357083,100000,150000
clickhouse,1000000,9458250,150000,200000
clickhouse,1000000,11158375,200000,250000
clickhouse,1000000,9153417,250000,300000
clickhouse,1000000,9542458,300000,350000
clickhouse,1000000,9928625,350000,400000
clickhouse,1000000,10214208,400000,450000
clickhouse,1000000,22670000,450000,500000
clickhouse,1000000,11276500,500000,550000
clickhouse,1000000,8974625,550000,600000
clickhouse,1000000,9619541,600000,650000
clickhouse,1000000,9387625,650000,700000
clickhouse,1000000,9200584,700000,750000
clickhouse,1000000,9389917,750000,800000
clickhouse,1000000,12820083,800000,850000
clickhouse,1000000,12217083,850000,900000
clickhouse,1000000,9487542,900000,950000
clickhouse,1000000,9318209,950000,1000000
clickhouse,1000000,345593292,0,1000000
clickhouse,1000000,11619625,0,50000
clickhouse,1000000,9844625,50000,100000
clickhouse,1000000,11895000,100000,150000
clickhouse,1000000,10075208,150000,200000
clickhouse,1000000,11549542,200000,250000
clickhouse,1000000,9853458,250000,300000
clickhouse,1000000,9953958,300000,350000
clickhouse,1000000,9785333,350000,400000
clickhouse,1000000,10475500,400000,450000
clickhouse,1000000,18833250,450000,500000
clickhouse,1000000,10035666,500000,550000
clickhouse,1000000,9686750,550000,600000
clickhouse,1000000,9780208,600000,650000
clickhouse,1000000,9380125,650000,700000
clickhouse,1000000,9833583,700000,750000
clickhouse,1000000,10071459,750000,800000
clickhouse,1000000,10263458,800000,850000
clickhouse,1000000,12044583,850000,900000
clickhouse,1000000,9257667,900000,950000
clickhouse,1000000,9640167,950000,1000000
clickhouse,1000000,416455042,0,1000000
