elastic,1500000,1106420167,0,50000
elastic,1500000,957608459,50000,100000
elastic,1500000,874061834,100000,150000
elastic,1500000,879019834,150000,200000
elastic,1500000,842875584,200000,250000
elastic,1500000,838875334,250000,300000
elastic,1500000,858248959,300000,350000
elastic,1500000,864786334,350000,400000
elastic,1500000,864808709,400000,450000
elastic,1500000,861394834,450000,500000
elastic,1500000,879719584,500000,550000
elastic,1500000,864568876,550000,600000
elastic,1500000,871950459,600000,650000
elastic,1500000,892480876,650000,700000
elastic,1500000,885477251,700000,750000
elastic,1500000,871138584,750000,800000
elastic,1500000,845218708,800000,850000
elastic,1500000,895347917,850000,900000
elastic,1500000,877257084,900000,950000
elastic,1500000,831731667,950000,1000000
elastic,1500000,884083792,1000000,1050000
elastic,1500000,861584376,1050000,1100000
elastic,1500000,886612209,1100000,1150000
elastic,1500000,892951834,1150000,1200000
elastic,1500000,891684126,1200000,1250000
elastic,1500000,855318917,1250000,1300000
elastic,1500000,927030376,1300000,1350000
elastic,1500000,878307875,1350000,1400000
elastic,1500000,846630375,1400000,1450000
elastic,1500000,855556834,1450000,1500000
elastic,1500000,26640163887,0,1500000
elastic,1500000,860004417,0,50000
elastic,1500000,847703209,50000,100000
elastic,1500000,886100709,100000,150000
elastic,1500000,855275126,150000,200000
elastic,1500000,847319458,200000,250000
elastic,1500000,857845417,250000,300000
elastic,1500000,860687083,300000,350000
elastic,1500000,848272751,350000,400000
elastic,1500000,867723250,400000,450000
elastic,1500000,882661084,450000,500000
elastic,1500000,904136792,500000,550000
elastic,1500000,873069208,550000,600000
elastic,1500000,852511542,600000,650000
elastic,1500000,868276000,650000,700000
elastic,1500000,874851042,700000,750000
elastic,1500000,934655292,750000,800000
elastic,1500000,848356042,800000,850000
elastic,1500000,902729376,850000,900000
elastic,1500000,836492750,900000,950000
elastic,1500000,842904000,950000,1000000
elastic,1500000,882027792,1000000,1050000
elastic,1500000,886945750,1050000,1100000
elastic,1500000,912862417,1100000,1150000
elastic,1500000,877277667,1150000,1200000
elastic,1500000,872731793,1200000,1250000
elastic,1500000,870546292,1250000,1300000
elastic,1500000,907574333,1300000,1350000
elastic,1500000,916846292,1350000,1400000
elastic,1500000,861010167,1400000,1450000
elastic,1500000,857818251,1450000,1500000
elastic,1500000,26390429679,0,1500000
elastic,1500000,859502042,0,50000
elastic,1500000,875863375,50000,100000
elastic,1500000,807193208,100000,150000
elastic,1500000,852737959,150000,200000
elastic,1500000,867980459,200000,250000
elastic,1500000,855435584,250000,300000
elastic,1500000,826080042,300000,350000
elastic,1500000,869846167,350000,400000
elastic,1500000,909006167,400000,450000
elastic,1500000,893311209,450000,500000
elastic,1500000,848719375,500000,550000
elastic,1500000,875018001,550000,600000
elastic,1500000,865480667,600000,650000
elastic,1500000,891824251,650000,700000
elastic,1500000,882684417,700000,750000
elastic,1500000,942088292,750000,800000
elastic,1500000,862772709,800000,850000
elastic,1500000,846054250,850000,900000
elastic,1500000,884712042,900000,950000
elastic,1500000,853335500,950000,1000000
elastic,1500000,896839209,1000000,1050000
elastic,1500000,897177334,1050000,1100000
elastic,1500000,871693042,1100000,1150000
elastic,1500000,861956083,1150000,1200000
elastic,1500000,846391584,1200000,1250000
elastic,1500000,907564374,1250000,1300000
elastic,1500000,907454459,1300000,1350000
elastic,1500000,905236542,1350000,1400000
elastic,1500000,855408583,1400000,1450000
elastic,1500000,878095417,1450000,1500000
elastic,1500000,26376746803,0,1500000
elastic,1500000,846790625,0,50000
elastic,1500000,882432667,50000,100000
elastic,1500000,819098042,100000,150000
elastic,1500000,816815334,150000,200000
elastic,1500000,861947459,200000,250000
elastic,1500000,842069167,250000,300000
elastic,1500000,855419417,300000,350000
elastic,1500000,865636542,350000,400000
elastic,1500000,841518959,400000,450000
elastic,1500000,873483584,450000,500000
elastic,1500000,836990542,500000,550000
elastic,1500000,836414126,550000,600000
elastic,1500000,848978625,600000,650000
elastic,1500000,889927126,650000,700000
elastic,1500000,879235876,700000,750000
elastic,1500000,907007000,750000,800000
elastic,1500000,949558084,800000,850000
elastic,1500000,926034667,850000,900000
elastic,1500000,1006862917,900000,950000
elastic,1500000,885477500,950000,1000000
elastic,1500000,891024167,1000000,1050000
elastic,1500000,862398292,1050000,1100000
elastic,1500000,867071042,1100000,1150000
elastic,1500000,864352125,1150000,1200000
elastic,1500000,861247542,1200000,1250000
elastic,1500000,872560584,1250000,1300000
elastic,1500000,918215459,1300000,1350000
elastic,1500000,943791375,1350000,1400000
elastic,1500000,837418292,1400000,1450000
elastic,1500000,868721792,1450000,1500000
elastic,1500000,26477293221,0,1500000
elastic,1500000,853530751,0,50000
elastic,1500000,841418500,50000,100000
elastic,1500000,805250792,100000,150000
elastic,1500000,828567750,150000,200000
elastic,1500000,848247125,200000,250000
elastic,1500000,859613543,250000,300000
elastic,1500000,816821792,300000,350000
elastic,1500000,858426167,350000,400000
elastic,1500000,855360417,400000,450000
elastic,1500000,878030126,450000,500000
elastic,1500000,878317042,500000,550000
elastic,1500000,842091833,550000,600000
elastic,1500000,879423208,600000,650000
elastic,1500000,842261709,650000,700000
elastic,1500000,864939625,700000,750000
elastic,1500000,887989625,750000,800000
elastic,1500000,829715001,800000,850000
elastic,1500000,850644209,850000,900000
elastic,1500000,858709042,900000,950000
elastic,1500000,931408834,950000,1000000
elastic,1500000,878929875,1000000,1050000
elastic,1500000,872466001,1050000,1100000
elastic,1500000,902485917,1100000,1150000
elastic,1500000,866655917,1150000,1200000
elastic,1500000,885663625,1200000,1250000
elastic,1500000,872338959,1250000,1300000
elastic,1500000,894097584,1300000,1350000
elastic,1500000,916307083,1350000,1400000
elastic,1500000,843126959,1400000,1450000
elastic,1500000,862262667,1450000,1500000
elastic,1500000,26102242346,0,1500000
elastic,1500000,853522041,0,50000
elastic,1500000,851360292,50000,100000
elastic,1500000,832203584,100000,150000
elastic,1500000,831659584,150000,200000
elastic,1500000,876673333,200000,250000
elastic,1500000,843418625,250000,300000
elastic,1500000,840903834,300000,350000
elastic,1500000,884219042,350000,400000
elastic,1500000,816277125,400000,450000
elastic,1500000,906379376,450000,500000
elastic,1500000,870123209,500000,550000
elastic,1500000,887644000,550000,600000
elastic,1500000,865231833,600000,650000
elastic,1500000,848300792,650000,700000
elastic,1500000,876389626,700000,750000
elastic,1500000,909900667,750000,800000
elastic,1500000,853590000,800000,850000
elastic,1500000,847104126,850000,900000
elastic,1500000,873738251,900000,950000
elastic,1500000,846554083,950000,1000000
elastic,1500000,859465917,1000000,1050000
elastic,1500000,880482709,1050000,1100000
elastic,1500000,862757542,1100000,1150000
elastic,1500000,892801417,1150000,1200000
elastic,1500000,858638125,1200000,1250000
elastic,1500000,901688417,1250000,1300000
elastic,1500000,890695584,1300000,1350000
elastic,1500000,928019000,1350000,1400000
elastic,1500000,873935709,1400000,1450000
elastic,1500000,831359626,1450000,1500000
elastic,1500000,26174010221,0,1500000
elastic,1500000,856835542,0,50000
elastic,1500000,847031250,50000,100000
elastic,1500000,857840542,100000,150000
elastic,1500000,862743417,150000,200000
elastic,1500000,846818459,200000,250000
elastic,1500000,868569917,250000,300000
elastic,1500000,849197793,300000,350000
elastic,1500000,856390709,350000,400000
elastic,1500000,839773834,400000,450000
elastic,1500000,924647459,450000,500000
elastic,1500000,861058500,500000,550000
elastic,1500000,835348709,550000,600000
elastic,1500000,878526417,600000,650000
elastic,1500000,856974875,650000,700000
elastic,1500000,927981001,700000,750000
elastic,1500000,894692459,750000,800000
elastic,1500000,862447375,800000,850000
elastic,1500000,858542959,850000,900000
elastic,1500000,839853084,900000,950000
elastic,1500000,852377126,950000,1000000
elastic,1500000,871722501,1000000,1050000
elastic,1500000,899352084,1050000,1100000
elastic,1500000,857724792,1100000,1150000
elastic,1500000,857581334,1150000,1200000
elastic,1500000,836694875,1200000,1250000
elastic,1500000,934505625,1250000,1300000
elastic,1500000,916558542,1300000,1350000
elastic,1500000,890156167,1350000,1400000
elastic,1500000,838538584,1400000,1450000
elastic,1500000,839229251,1450000,1500000
elastic,1500000,26228012304,0,1500000
