suffixTree,1500000,1613370418,0,50000
suffixTree,1500000,2544241959,50000,100000
suffixTree,1500000,2892557002,100000,150000
suffixTree,1500000,4177233168,150000,200000
suffixTree,1500000,5410700878,200000,250000
suffixTree,1500000,5824219961,250000,300000
suffixTree,1500000,8050757004,300000,350000
suffixTree,1500000,8708889753,350000,400000
suffixTree,1500000,9559026504,400000,450000
suffixTree,1500000,10874265713,450000,500000
suffixTree,1500000,10932154505,500000,550000
suffixTree,1500000,11161212172,550000,600000
suffixTree,1500000,14534270507,600000,650000
suffixTree,1500000,15015374590,650000,700000
suffixTree,1500000,16466506298,700000,750000
suffixTree,1500000,15880652633,750000,800000
suffixTree,1500000,17386965924,800000,850000
suffixTree,1500000,16933328967,850000,900000
suffixTree,1500000,22013030009,900000,950000
suffixTree,1500000,23328089386,950000,1000000
suffixTree,1500000,19796691634,1000000,1050000
suffixTree,1500000,22427252594,1050000,1100000
suffixTree,1500000,30269263055,1100000,1150000
suffixTree,1500000,29980531014,1150000,1200000
suffixTree,1500000,23097542094,1200000,1250000
suffixTree,1500000,24113944344,1250000,1300000
suffixTree,1500000,33082388140,1300000,1350000
suffixTree,1500000,31841831306,1350000,1400000
suffixTree,1500000,31295951765,1400000,1450000
suffixTree,1500000,28168400555,1450000,1500000
suffixTree,1500000,497609947059,0,1500000
